,a0,a2,a3,a4,b1.b11.,b1.b12.,b1.b13.,b1.b14.,b1.b15.,b1.b16.,b1.other.,b2,b6,b71.b711.,b71.b712.,b72.b721.,b72.b722.,b72.b723.,b72.b724.,b72.b725.,b73.b731.,b73.b732.,b73.b733.,b73.b734.,b73.b735.,b74.b741.,b74.b742.,b8,b9,c1,c2,c3,c4,c5,c6,c9.c31.,c9.c32.,c9.c33.,c9.c34.,c9.c35.,c9.c36.,c9.c37.,c9.c38.,c9.c39.,c9.c40.,c9.other.,d4,e1,e2,e3,e4,e6.e41.,e6.e42.,e6.e43.,e6.e44.,e6.e45.,e6.e46.,e6.e47.,e6.e48.,e6.e49.,e6.e4101.,e6.e4102.,e6.other.,e7,e8,e8.other.,e9.e71.,e9.e72.,e9.e73.,e9.e74.,e9.e75.,e9.e76.,e9.e77.,e9.e78.,e9.other.,f1.f11.,f1.f12.,f1.f13.,f1.f14.,f1.f15.,f1.f16.,f1.f17.,g1,g1.other.,g2,h1,h2,h3,h4,h5,h6,h7,i1,i2,i3,i4,i5,i6,j11.SQ001.,j11.SQ005.,j11.SQ006.,j11.SQ007.,j11.SQ008.,j2,k1.k12.,k1.k13.,k1.k14.,k1.k15.,k1.k16.,k1.other.,k2.k21.,k2.k22.,k2.k23.,k2.k24.,k2.k25.,k6,k7,k8,l2,m1,m2,m3,m4,m5,m6,m7,m71,m8,m9,m10,accesibilidad,utilidad,fiabilidad,soporte_tecnico,alfabetizacion
651,Sí,35,Tarija,Tarija,Sí,No,Sí,No,No,No,,13,Comunidad y Sociedad,,,,,,,,Sí,No,No,No,No,,,Sí,"manejo de las kuaas, uso de las redes sociales",Sí,Computadora portátil,2.0,No,,Dotada por el ministerio,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Internet móvil,Casa,,Sí,Sí,No,Sí,Sí,No,No,No,,Sí,Dudoso,Sí,Dudoso,No,Sí,Sí,Windows,,No,Sí,Sí,Sí,No,,,,Sí,No,Sí,En este año,Sí,No,Ocasionalmente,Casi siempre,Ocasionalmente,Casi siempre,Casi siempre,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,No,No,No,Ocasionalmente,Casi siempre,Casi siempre,Sí,buena,porque es muy importante que tanto estudiantes como maestros nos actualicemos constantemente y podamos hacer uso de las herramientas que nos brinda la tecnologia,mucho,porque los alumnos estan acostumbrados a la tecnologia y por tanto pueden retener y aprender con mas facilidad si lo hacen mediante el uso de la tecnologia,Sí,"porque el solo hecho de que ellos aprendan mediante una computadora o un telefono celular por si ya es de gran ayuda.
Más aún si se trata de nuevas herramientas ",excelente,porque los voluntarios mostraron mucho interes en el aprendizaje de los chicos y compromiso con la unidad educativa y los maestros ,Sí,porque es necesario más tiempo para que podamos disponer fuera de la clase y dentro de la misma,Sugerir que para una proxima version se anuncie con anticipacion y se difunda más el proyecto en medios de comunicación.,0.556,0.774,1.0,0.8,0.714
652,Sí,45,Tarija,Tarija,No,No,Sí,No,No,No,,16,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,Sí,RECURSOS TIC EN EL AULA,Sí,Computadora portátil,2.0,Sí,1.0,Dotada por el ministerio,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,No,Sí,No,No,No,No,,Sí,Sí,Dudoso,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,Classroom,No,No,No,No,Sí,En este año,Sí,No,Ocasionalmente,Rara vez,Rara vez,Rara vez,Rara vez,Sí,No,Sí,No,No,No,,Sí,No,No,No,No,Rara vez,Ocasionalmente,Nunca,Sí,buena,El objetivo planteado en el programa es muy necesario para el bien de los estudiantes de todas las unidades educativas,mucho,Nos orienta a nuevos métodos de enseñanza que despierten aún más el conocimiento de los estudiantes,Sí,"Por que mis alumnos consideraron asistir a más clases de este tipo para su beneficio estudiantil
",excelente,Actualizaron las KUAAS y demostraron tener la vocación de enseñar a los alumnos,Sí,Por que la práctica y el continuo uso de esta herramienta; tendrá repercusión en cualquier carrera universitaria para los alumnos,Este proyecto no debería de llevarse a cabo a finales de la etapa escolar puesto que no se le pudo dar la completa atención todas las semanas fuera de los problemas políticos que también nos perjudicaron,0.556,0.615,1.0,0.8,0.929
653,Sí,52,Tarija,Tarija,Sí,No,Sí,No,No,No,,32,Cosmos y Pensamiento,,,,,,,,,,,,,No,Sí,Sí,Google Drive,Sí,Computadora portátil,1.0,No,,Por cuenta propia,Sí,No,No,No,No,No,Sí,No,No,No,,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,Internet móvil,Casa,,No,Sí,No,Sí,No,No,No,No,,Sí,Dudoso,Dudoso,Sí,No,Sí,Sí,Windows,,Sí,Sí,Sí,No,Sí,Informacion,No,Sí,No,No,Sí,En este año,No,No,Rara vez,Siempre,Ocasionalmente,Siempre,Siempre,Sí,No,No,No,Sí,No,,Sí,No,No,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,buena,"Porque nos explicarom sobre lo que es el software libre en su distribucion Debian, con sus diferentea programas",mucho,Porque se lograria una enseñanza y un aprendizaje mas efectivo ,Sí,Porque aprendieron con la tecnologia y se noto el interes que pusieron,buena,Porque disponieron de su tiempo y conocimiento,Sí,Porque se tendria un conocimiento solido a la hora de impartir la clase,Que inicie a principios de año y tenga una mayor duracion,0.333,0.447,1.0,0.8,0.714
654,Sí,31,Tarija,Tarija,Sí,Sí,Sí,No,No,No,,6,"Vida, Tierra y Territorio",,,No,No,No,Sí,Sí,,,,,,,,No,,Sí,Computadora portátil,3.0,Sí,1.0,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,No,No,No,,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet móvil,Casa,,No,Sí,No,Sí,Sí,No,No,No,,Sí,Sí,Dudoso,Sí,Dudoso,Sí,Sí,Windows,,No,Sí,Sí,Sí,No,,,,Sí,Sí,Sí,Hace dos años,Sí,No,Rara vez,Siempre,Rara vez,Rara vez,Casi siempre,Sí,No,No,Sí,Sí,No,,Sí,No,No,No,No,Rara vez,Ocasionalmente,Ocasionalmente,Sí,buena,"los voluntarios mostraron compromiso con los estudiantes y con los profesores, a pesar del poco tiempo con el que contabamos ",mas o menos,tiene muchas ventajas pero a veces también tiene desventajas. Pero en general creo que es muy útil y beneficioso,Sí,Los chicos aprenden mucho mejor todo cuando se les enseña por medio de la tecnologia ,excelente,los voluntarios siempre estuvieron dispuestos a ayudarnos con las dudas que tenemos. Además de mostrarnos muchas herramientas que nosotros podemos usar para aprovechar aún más el potencial de las herramientas tecnologicas ,Sí,"porque conociendo a profundidad las herramientas, entonces tendremos la confianza de impartir una o varias clases relativas a nuestras materias ","Que se lleve a cabo en más tiempo, preferentemente a principios de año ",0.667,0.449,1.0,0.8,0.714
655,Sí,35,La Paz,El Alto,No,No,Sí,No,No,No,,12,"Ciencia, Tecnología y Producción",Sí,No,,,,,,,,,,,,,Sí,Tics para matemática ,Sí,Computadora portátil,2.0,No,,Dotada por el ministerio,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Aplicaciones ,Internet móvil,Casa,,No,Sí,No,Sí,Sí,No,No,No,Mozilla,Sí,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Windows,,Sí,Sí,Sí,No,Sí,Uso de Aplicaciones ,Sí,Sí,Sí,Sí,Sí,En este año,Sí,Sí,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Sí,No,Sí,No,Sí,No,,Sí,Sí,No,No,No,Casi siempre,Casi siempre,Casi siempre,Sí,buena,Conoci aplicaciones que no conocía ,mucho,Permite revisar otro tipo de solución a los problemas que se plantea ,Sí,Nos permite generalizar funciones y otros ,excelente,Estuvo apoyando nuestro trabajo ,Sí,Se aprovecha la tecnología para beneficio de los estudiantes ,Dar apoyo técnico u renovación de KUAS ,0.889,0.927,1.0,0.8,0.786
656,Sí,48,Chuquisaca,Sucre,Sí,No,Sí,No,Sí,No,,22,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,Sí,,Sí,Computadora portátil,2.0,No,,Por cuenta propia,Sí,No,No,No,Sí,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,No,No,Sí,No,No,Sí,,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Sí,Windows,,Sí,Sí,Sí,No,No,,,,Sí,Sí,Sí,En este año,Sí,Sí,Ocasionalmente,Ocasionalmente,Rara vez,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,No,No,No,Ocasionalmente,Ocasionalmente,Casi siempre,Sí,excelente,la capacitacion de los voluntarios dentro del colegio fue de maenra personalizda y centrada en nuestras necesidades como maestros,mucho,"es una ventaja en el proceso de educacion y mucho mejor mantenernos actualizados
",Sí,se facilitop que los estudiantes puedan preparar trabajos de manera mas rapida y educativa,excelente,fueron educados y se acomodaban a nuestras necesidades,Sí,"el tiempo de implementacion del programa fue muy corto, y de seguir el programa estoy segura que todos los maestros se incluirian y se actualizarian",que se implemente a inicios de gestion escolar y no a finales,0.778,0.557,1.0,1.0,0.786
657,Sí,43,Santa Cruz,Santa Cruz de la Sierra,Sí,Sí,Sí,No,No,No,,12,"Ciencia, Tecnología y Producción",Sí,No,,,,,,,,,,,,,No,,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,,No,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,Sí,No,,Internet móvil,Casa,,Sí,Sí,No,No,No,No,No,No,,Sí,No,Sí,Sí,Sí,Sí,Sí,Windows,,No,No,No,No,No,,,,Sí,No,No,,No,No,Nunca,Nunca,Siempre,Rara vez,Rara vez,Sí,No,No,No,Sí,No,,No,No,Sí,No,No,Nunca,Nunca,Nunca,Sí,buena,"Porque es personal preparado los capacitaciones, lo que aveces falta es tiempo suficiente para la capacitación a docentes",mucho,,No,,buena,Porque tienen la buena predisposición para ayudar al docente para que realice una buena labor,Sí,,"Debería haber un cronograma bien elaborado con la aprobación de la directora, en cuanto al tiempo necesario para la capacitación a docentes y en un ambiente apropiado para su desarrollo",0.556,0.302,1.0,0.8,0.571
658,Sí,46,Chuquisaca,Sucre,Sí,No,Sí,Sí,No,No,,20,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,No,,Sí,Computadora portátil,2.0,No,,Dotada por el ministerio,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,,Internet fijo,Casa,,Sí,Sí,Sí,No,No,No,No,No,,Sí,Dudoso,Sí,Sí,Dudoso,Sí,Sí,Windows,,Sí,No,No,No,No,,,,Sí,Sí,Sí,En este año,Sí,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,No,No,No,Rara vez,Ocasionalmente,Nunca,Sí,excelente,incentiva a los alumnos a hacer uso de las computadoras,mucho,es una necesidad el manejo de las computadoras,Sí,les facilita la realizacion de trabajos practicos u busqueda de informacion,excelente,se brindaron en apoyar a los estudiantes de manera comprensible y atenta,Sí,hizo falta tiempo para poder tener un mejor dominio sobre las compuadoras,que sea mas continuo desde principios de año,0.667,0.55,1.0,1.0,0.571
659,Sí,33,La Paz,El Alto,Sí,No,No,No,No,No,,9,Comunidad y Sociedad,,,,,,,,Sí,No,No,No,No,,,No,,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,No,No,Sí,No,No,No,Sí,Sí,No,No,,No,No,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,Sí,No,No,Sí,Dudoso,Windows,,No,No,No,No,No,,,,Sí,No,No,,Sí,Sí,Nunca,Ocasionalmente,Ocasionalmente,Casi siempre,Casi siempre,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,No,No,No,Nunca,Nunca,Nunca,No,excelente,"Es muy necesario estar Actualizados con la tecnología, pero aveces no contamos con los conocimientos apropiados.",mucho,Porque hoy en día todo gira en base al internet y las redes sociales,Sí,Es mas accesible,buena,Pues existe predisposición positiva por parte de ellos.,Sí,La practica hace al maestro,Felicitarlos por la ayuda que brindan a los que tenemos dificultad con el uso del internet y la tecnología,0.667,0.388,1.0,1.0,0.357
660,Sí,29,Santa Cruz,Santa Cruz de la Sierra,No,No,Sí,No,No,No,,6,Cosmos y Pensamiento,,,,,,,,,,,,,No,Sí,Sí,"robotica basiva, ofimatica, mantenimiento CPU",Sí,Computadora portátil,1.0,No,,Por cuenta propia,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Internet fijo,Casa,,No,Sí,No,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,"evaluacion online, aula dinamica, realidad virtual",Sí,Sí,No,No,No,,Sí,Sí,Casi siempre,Siempre,Siempre,Siempre,Siempre,No,Sí,No,Sí,No,No,,Sí,Sí,No,No,No,Nunca,Nunca,Nunca,Sí,excelente,"Paciencia, predisposición y amabilidad",mucho,,No,,buena,,Sí,,,0.667,0.809,0.5,1.0,1.0
661,Sí,35,Santa Cruz,Santa Cruz de la Sierra,Sí,No,Sí,No,No,No,,6,Cosmos y Pensamiento,,,,,,,,,,,,,Sí,No,No,,Sí,Computadora portátil,1.0,Sí,2.0,Dotada por el ministerio,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,No,Sí,No,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,No,No,No,No,No,,,,No,No,No,,No,No,Nunca,Nunca,Nunca,Nunca,Nunca,Sí,Sí,No,No,Sí,No,,No,Sí,No,No,No,Nunca,Nunca,Nunca,Sí,buena,Por tener profesional con conocimientos digital,mucho,,Sí,,buena,La calificación sería buena,Sí,Porque sería más fácil el trabajo7sin el uso de papelografos,,0.667,0.5,1.0,0.8,0.643
662,Sí,39,Chuquisaca,Sucre,No,No,Sí,No,No,No,,17,"Vida, Tierra y Territorio",,,Sí,No,No,No,No,,,,,,,,Sí,Ofimatica,Sí,Computadora portátil,2.0,No,,Dotada por el ministerio,No,No,No,No,No,No,Sí,Sí,No,No,,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,,Internet fijo,Casa,,No,Sí,No,No,No,No,No,No,,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Sí,Windows,,Sí,No,No,Sí,No,,,,Sí,Sí,Sí,En este año,Sí,No,Rara vez,Ocasionalmente,Ocasionalmente,Ocasionalmente,Rara vez,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,No,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,excelente,son programas que ayudan a realizar practicas y aprender mejor,mucho,es necesario aprender a manejar la computadora,Sí,les da mas libertad,excelente,fueron de mucha ayuda en el momento de que di mis clases y usaron las computadoras,Sí,si porque el proyecto es muy interesante,que sean mas para alumnos desde primero de secundaria,0.667,0.44,1.0,1.0,0.714
663,Sí,33,Oruro,Oruro,No,No,Sí,No,No,No,,8,Cosmos y Pensamiento,,,,,,,,,,,,,No,Sí,No,,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,No,No,No,No,Sí,Sí,No,,Sí,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,No,No,No,No,,,,Sí,Sí,Sí,En este año,Sí,Sí,Siempre,Casi siempre,Ocasionalmente,Nunca,Nunca,Sí,Sí,No,No,Sí,No,,No,Sí,No,No,No,Casi siempre,Casi siempre,Casi siempre,Sí,regular,,mucho,,Sí,,buena,,Sí,,,0.667,0.528,1.0,0.5,0.714
664,Sí,63,Tarija,Tarija,Sí,No,No,Sí,No,No,,35,Comunidad y Sociedad,,,,,,,,No,No,No,Sí,No,,,Sí,Winds,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,No,No,Sí,No,Sí,No,Sí,No,,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,No,Sí,Sí,,Internet fijo,Casa,,Sí,No,No,No,No,No,No,No,,Dudoso,Dudoso,Dudoso,No,Dudoso,Sí,Sí,Windows,,No,No,No,No,No,,,,No,No,No,,Sí,No,Ocasionalmente,Rara vez,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,No,Sí,Sí,No,,Sí,No,No,Sí,No,Ocasionalmente,Casi siempre,Casi siempre,Sí,excelente,Es miy importa.nte,mucho,Ahora todo se trabaja  com computadora,Sí,Es a corde al adelamto,excelente,Son dinamicos,Sí,Estariamos actualizados,No,0.444,0.451,1.0,1.0,0.357
665,Sí,56,Santa Cruz,Santa Cruz de la Sierra,Sí,No,Sí,No,No,No,,12,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,No,,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,,Internet fijo,Casa,,No,Sí,Sí,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,No,No,No,No,Sí,diapositivas,Sí,No,No,No,No,,Sí,No,Rara vez,Ocasionalmente,Rara vez,Rara vez,Rara vez,Sí,Sí,No,No,No,No,,Sí,No,Sí,No,No,Siempre,Casi siempre,Ocasionalmente,Sí,buena,Aprendamos mucho sobre las TIC,mucho,,Sí,,buena,,Sí,,,0.444,0.717,1.0,0.8,0.643
666,Sí,64,Tarija,Tarija,Sí,No,No,No,No,No,,36,Cosmos y Pensamiento,,,,,,,,,,,,,Sí,No,Sí,Taller de capacitación de quipus y un curso de operador en computadoras,Sí,Computadora portátil,1.0,Sí,1.0,Dotada por el ministerio,Sí,No,Sí,No,No,No,No,Sí,Sí,Sí,,No,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,,Internet móvil,Casa,,No,Sí,No,No,No,No,No,No,,Sí,Sí,Sí,No,Sí,No,No,Windows,,Sí,Sí,Sí,Sí,No,,,,Sí,No,Sí,En este año,Sí,Sí,Siempre,Ocasionalmente,Casi siempre,Casi siempre,Casi siempre,Sí,Sí,Sí,No,Sí,No,,No,Sí,No,Sí,No,Ocasionalmente,Casi siempre,Casi siempre,Sí,buena,"Por que los voluntarios nos enseñaron de que mas puede hacer la tecnología por nosotros
",mucho,el uso de la tecnología es muy importante hoy en día ya que sin la tecnología no podemos continuar con los medios de aprendizaje.,Sí,,buena,Son voluntarios que vinieron a la unidad educativa a dedicarnos su tiempo para poder aprenderlo que es el software libre.,Sí,,"Recomendación que este proyecto de inclusión digital comenso a corto tiempo en la unidad educativa no pudimos asistir normal a las capacitaciones ya que estábamos ocupados por las actividades finales del colegio, falto tiempo.",0.667,0.617,1.0,0.8,0.786
667,Sí,47,Oruro,Oruro,No,No,No,No,Sí,No,,22,Comunidad y Sociedad,,,,,,,,No,No,No,No,Sí,,,Sí,Con el programa de Agetic,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,,Internet fijo,Casa,,No,Sí,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Linux,,Sí,Sí,Sí,Sí,No,,,,Sí,Sí,Sí,En este año,Sí,No,Ocasionalmente,Casi siempre,Rara vez,Casi siempre,Nunca,No,No,No,No,Sí,No,,Sí,Sí,No,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,excelente,"Porque se aprendió más sobre programas libres, su aplicación y usos para mejorar el aprendizaje.",mucho,Porque el uso de las tecologías y la.información q se dispone coadyuva a esta tarea de aprendizaje.,Sí,"Porque aprendieron de manera práctica, visual y auditiva.",excelente,"Porque dieron de su tiempo, paciencia, conocimientos y apoyo.",Sí,El.tiempo es limitado y falta hacer un seguimiento a.lo.aplicado y aprendido.,Que los.profesores se quinto y sexto sean los.q.encabecen con interés este proyecto.,0.667,0.809,0.5,1.0,1.0
668,Sí,37,Tarija,Tarija,Sí,No,Sí,Sí,No,No,,11,Comunidad y Sociedad,,,,,,,,Sí,No,No,No,No,,,Sí,El uso de las KUAA,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,No,,No,No,Sí,No,Sí,No,Sí,No,No,Sí,No,No,Sí,No,Sí,No,,Internet móvil,Casa,,Sí,No,No,No,Sí,No,No,No,,Sí,Dudoso,Dudoso,Sí,Dudoso,Dudoso,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,Utilizando el Data Display y Otros.,Sí,No,Sí,No,Sí,En este año,Sí,Sí,Siempre,Siempre,Siempre,Siempre,Siempre,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,Sí,No,No,Ocasionalmente,Casi siempre,Siempre,Sí,buena,la capacitación que nos brindaron estuvo de la mejor manera nos encañaron en detalle lo que son los programas de inclusión digital solo que nos falto tiempo para continuar con el aprendizaje.,mucho,"Toda tecnología es realmente útil ya que resumen nuestros los trabajos amplios que antes no se podía implementar por falta de tecnología pero ahora se puede realizar.
",Sí,,buena,"La labor de los voluntarios en el aula no estuvo bien no estuvo demás poder aprender los programas de inclusión digital ya que nos gustaría que se puede realizar para la nueva gestión de año con mas tiempo y así realizar clases de mas materias
",Sí,,Recomendación que siga el proyecto de inclusión digital para la nueva gestión para el 2020 con mas tiempo y así poder organizar mas clases de mas materias educativas.,0.556,0.647,1.0,0.8,0.714
669,Sí,47,Oruro,Oruro,No,No,No,No,Sí,No,,22,Comunidad y Sociedad,,,,,,,,No,No,No,No,Sí,,,Sí,Con Agetic,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,,Internet fijo,Casa,,No,Sí,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,No,,,,Sí,Sí,Sí,En este año,Sí,No,Ocasionalmente,Ocasionalmente,Casi siempre,Nunca,Nunca,No,Sí,No,No,Sí,No,,Sí,Sí,No,No,No,Rara vez,Rara vez,Ocasionalmente,Sí,excelente,"Porque dieron su tiempo, paciencia, conocimientos y resultados positivos.",mucho,"Porque se aprende haciendo, practicando, investigando y aplicando conocimientos.",Sí,Porque los.programas libres ayudaron a aplicar los trabajos en forma práctica.,excelente,"Porque dieron su tiempo,paciencia y conocimientos",Sí,Porque falta.conocer más a.detalle el uao y manejo de los.programas libres.,Que participen en forma obligatoria los.docentes ee quinto y sexto año,0.667,0.759,0.5,1.0,1.0
670,Sí,43,Potosí,Potosí,No,No,Sí,No,No,No,,17,"Ciencia, Tecnología y Producción",No,Sí,,,,,,,,,,,,,No,,Sí,Computadora de escritorio,1.0,Sí,1.0,Por cuenta propia,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,No,,Internet fijo,Casa,,Sí,Sí,Sí,No,Sí,Sí,No,No,,Sí,Sí,Sí,Dudoso,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,No,,,,Sí,Sí,Sí,En este año,Sí,No,Siempre,Casi siempre,Rara vez,Rara vez,Nunca,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,Sí,No,No,Siempre,Siempre,Casi siempre,Sí,buena,porque se nos capacita en el aprendizaje de software libre ,mucho,muy util,Sí,porque conocen nuevas tecnologías ,buena,porque se nos brinda colaboración ,Sí,porque es necesario aprender nuevas cosas,más tiempo de aprendisaje,0.778,0.781,1.0,0.8,0.857
671,Sí,41,Beni,Trinidad,Sí,No,Sí,No,No,No,,14,"Ciencia, Tecnología y Producción",Sí,Sí,,,,,,,,,,,,,Sí,Uso de las kipus,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet móvil,Casa,,Sí,Sí,No,No,Sí,No,No,No,,Sí,Sí,Dudoso,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,Simulación practica,Sí,No,No,Sí,No,,No,Sí,Rara vez,Siempre,Casi siempre,Siempre,Casi siempre,Sí,Sí,No,Sí,No,No,,Sí,Sí,No,No,No,Ocasionalmente,Casi siempre,Siempre,Sí,excelente,Se isieron enterter en su enseñanza,mucho,Porque el estudiante mas atiende con la tecnologia,Sí,Si porque pone mas interes en el aprendizaje ,buena,Se asen entender,Sí,Para mejorar la enseñanza algo nuevo,Mas apoyo de las institutos corresponde  para que funciones mucho mejor el proyecto,0.556,0.77,1.0,1.0,0.929
